timestamp rtt ttl seq
1439044525.083767 5.70 62 1
1439044525.285216 6.04 62 2
1439044525.483975 4.35 62 3
1439044525.684440 4.09 62 4
1439044526.092825 5.19 62 6
1439044526.292720 4.52 62 7
1439044526.493564 4.47 62 8
1439044526.694919 5.00 62 9
1439044526.894460 4.18 62 10
1439044527.094973 4.13 62 11
1439044527.295387 4.03 62 12
1439044527.495846 4.10 62 13
1439044527.696286 4.08 62 14
1439044527.896697 4.07 62 15
1439044528.097143 4.11 62 16
1439044528.297485 4.00 62 17
1439044528.497872 4.01 62 18
1439044528.698263 4.01 62 19
1439044528.899583 4.99 62 20
1439044529.098991 4.04 62 21
1439044529.299358 4.01 62 22
1439044529.500347 4.62 62 23
1439044529.703565 6.86 62 24
1439044529.901978 4.06 62 25
1439044530.104715 6.37 62 26
1439044530.303682 4.59 62 27
1439044530.505944 5.87 62 28
1439044530.705602 4.28 62 29
1439044530.906040 4.09 62 30
1439044531.110759 8.38 62 31
1439044531.309067 5.94 62 32
1439044531.507994 4.57 62 33
1439044531.708260 3.90 62 34
1439044531.918000 12.3 62 35
1439044532.113914 7.56 62 36
1439044532.313012 5.76 62 37
1439044532.521380 12.9 62 38
1439044532.712696 3.90 62 39
1439044532.914548 5.48 62 40
1439044533.113918 4.01 62 41
1439044533.314346 4.06 62 42
1439044533.516173 5.47 62 43
1439044533.717986 6.45 62 44
1439044533.917119 4.77 62 45
1439044534.119315 5.80 62 46
1439044534.359824 45.1 62 47
1439044534.518984 3.84 62 48
1439044534.721243 4.88 62 49
1439044534.923740 6.14 62 50
1439044535.121897 3.78 62 51
1439044535.325367 6.09 62 52
1439044535.523453 3.65 62 53
1439044535.724552 3.69 62 54
1439044535.926711 4.82 62 55
1439044536.127097 4.01 62 56
1439044536.327250 3.77 62 57
1439044536.529175 4.58 62 58
1439044536.730283 4.73 62 59
1439044536.930403 3.77 62 60
1439044537.140114 12.3 62 61
1439044537.332171 3.71 62 62
1439044537.536353 6.83 62 63
1439044537.734731 4.02 62 64
1439044537.937664 6.58 62 65
1439044538.141622 9.60 62 66
1439044538.366084 33.0 62 67
1439044538.537141 3.74 62 68
1439044538.751216 16.7 62 69
1439044538.939596 4.04 62 70
1439044539.185508 49.5 62 71
1439044539.353888 17.0 62 72
1439044539.548720 11.5 62 73
1439044539.780474 42.4 62 74
1439044539.943440 4.62 62 75
1439044540.147095 7.27 62 76
1439044540.345314 4.84 62 77
1439044540.547027 5.38 62 78
1439044540.748638 6.26 62 79
1439044540.946991 3.98 62 80
1439044541.149723 6.35 62 81
1439044541.363653 19.5 62 82
1439044541.551956 6.97 62 83
1439044541.765549 20.2 62 84
1439044541.950035 4.12 62 85
1439044542.153444 6.99 62 86
1439044542.351922 5.10 62 87
1439044542.552049 4.77 62 88
1439044542.754368 5.96 62 89
1439044542.955656 6.93 62 90
1439044543.154480 5.47 62 91
1439044543.358341 8.48 62 92
1439044543.554480 3.79 62 93
1439044543.755617 3.79 62 94
1439044543.956851 3.87 62 95
1439044544.158375 4.14 62 96
1439044544.358610 3.85 62 97
1439044544.560616 4.64 62 98
1439044544.760989 4.00 62 99
1439044544.962213 4.86 62 100
1439044545.165057 6.48 62 101
1439044545.364927 5.51 62 102
1439044545.564360 4.07 62 103
1439044545.767092 6.37 62 104
1439044545.965269 3.84 62 105
1439044546.170235 7.58 62 106
1439044546.367589 3.94 62 107
1439044546.567851 3.89 62 108
1439044546.771923 7.71 62 109
1439044546.969149 3.88 62 110
1439044547.169271 3.94 62 111
1439044547.369445 3.80 62 112
1439044547.570707 3.88 62 113
1439044547.773249 6.16 62 114
1439044547.976924 9.28 62 115
1439044548.178817 10.5 62 116
1439044548.381908 12.7 62 117
1439044548.574157 3.91 62 118
1439044548.774587 4.05 62 119
1439044548.974787 3.83 62 120
1439044549.176796 4.62 62 121
1439044549.377931 4.76 62 122
1439044549.584109 9.82 62 123
1439044549.779338 3.85 62 124
1439044549.980598 3.88 62 125
1439044550.183515 6.56 62 126
1439044550.385986 8.10 62 127
1439044550.582050 3.69 62 128
1439044550.783255 3.82 62 129
1439044550.985931 5.31 62 130
1439044551.184960 3.66 62 131
1439044551.389145 6.83 62 132
1439044551.587481 3.98 62 133
1439044551.788905 5.05 62 134
1439044551.988214 3.96 62 135
1439044552.188343 3.74 62 136
1439044552.389892 4.17 62 137
1439044552.590034 3.77 62 138
1439044552.795685 8.30 62 139
1439044552.998059 10.0 62 140
1439044553.192984 4.54 62 141
1439044553.393526 4.18 62 142
1439044553.595256 5.34 62 143
1439044553.794239 3.62 62 144
1439044553.996306 4.72 62 145
1439044554.196312 3.70 62 146
1439044554.400228 6.58 62 147
1439044554.599503 4.91 62 148
1439044554.798947 4.08 62 149
1439044554.999014 3.72 62 150
1439044555.200025 3.64 62 151
1439044555.437119 39.7 62 152
1439044555.612312 13.8 62 153
1439044555.803313 3.65 62 154
1439044556.005960 5.26 62 155
1439044556.206504 5.17 62 156
1439044556.408192 6.33 62 157
1439044556.607010 4.45 62 158
1439044556.806863 3.44 62 159
1439044557.009375 5.17 62 160
1439044557.211160 6.38 62 161
1439044557.418792 13.2 62 162
1439044557.610620 4.45 62 163
1439044557.838472 31.4 62 164
1439044558.012790 4.98 62 165
1439044558.217053 8.90 62 166
1439044558.411959 3.56 62 167
1439044558.617717 8.37 62 168
1439044558.813730 3.67 62 169
1439044559.015160 4.07 62 170
1439044559.283501 71.9 62 171
1439044559.426131 14.3 62 172
1439044559.631646 19.1 62 173
1439044559.856779 43.7 62 174
