timestamp rtt ttl seq
1439055208.779890 476 61 2
1439055216.218919 1083 61 35
1439055216.718892 959 61 38
1439055216.720175 544 61 40
1439055216.721093 344 61 41
1439055222.609536 433 61 69
1439055223.420073 420 61 73
1439055223.618116 410 61 74
1439055223.618162 202 61 75
1439055223.723443 107 61 76
1439055224.107597 290 61 77
1439055224.186168 162 61 78
1439055224.648445 424 61 79
1439055224.970827 331 61 81
1439055225.407895 567 61 82
1439055226.912603 428 61 90
1439055227.182286 490 61 91
1439055227.495367 395 61 93
1439055227.573277 272 61 94
1439055228.260502 553 61 96
1439055228.330824 415 61 97
1439055228.378130 254 61 98
1439055228.568001 244 61 99
1439055228.973487 449 61 100
1439055229.040121 314 61 101
1439055229.418114 286 61 103
1439055229.593312 261 61 104
1439055230.657286 301 61 109
1439055230.849815 286 61 110
1439055231.078302 313 61 111
1439055231.448867 483 61 112
1439055231.448923 284 61 113
1439055231.873340 307 61 115
1439055232.172428 396 61 116
1439055232.240057 263 61 117
1439055232.510080 327 61 118
1439055233.031491 648 61 119
1439055233.291967 500 61 121
1439055233.684117 485 61 123
1439055233.853596 454 61 124
1439055234.138718 330 61 126
1439055234.584542 375 61 128
1439055235.142129 532 61 130
1439055235.388563 360 61 132
1439055235.886092 457 61 134
1439055236.130199 286 61 136
1439055236.458381 213 61 138
1439055236.661431 209 61 139
1439055236.850610 198 61 140
1439055237.087924 235 61 141
1439055237.420159 160 61 143
1439055237.880152 212 61 145
1439055238.052324 176 61 146
1439055238.309585 234 61 147
1439055238.501612 225 61 148
1439055238.876975 199 61 150
1439055239.053418 175 61 151
1439055239.443616 165 61 153
1439055239.664425 185 61 154
1439055239.888968 209 61 155
1439055240.395869 307 61 157
1439055243.245312 489 61 170
1439055243.245361 281 61 171
1439055243.246180 74.5 61 172
1439055243.913926 334 61 174
1439055250.087558 519 61 203
1439055250.164891 181 61 205
1439055250.959839 576 61 207
1439055251.337916 746 61 208
1439055251.341296 541 61 209
1439055251.404439 404 61 210
1439055252.530502 74.8 61 217
1439055252.856271 199 61 218
1439055252.980142 123 61 219
1439055253.516440 459 61 220
1439055253.786611 528 61 221
1439055254.125452 255 61 224
1439055254.277896 208 61 225
1439055254.558200 287 61 226
1439055254.700821 229 61 227
1439055254.832549 160 61 228
1439055255.033309 160 61 229
1439055255.304703 232 61 230
1439055255.615029 141 61 232
1439055255.806627 132 61 233
1439055255.975137 100 61 234
1439055256.268951 193 61 235
1439055256.421217 145 61 236
1439055256.652682 176 61 237
1439055256.894928 218 61 238
1439055257.151479 267 61 239
1439055257.290639 206 61 240
1439055257.896993 411 61 242
1439055258.101821 406 61 243
1439055258.206332 309 61 244
1439055258.803612 501 61 246
1439055259.183511 463 61 248
1439055259.813935 686 61 250
1439055260.350654 406 61 254
1439055260.656246 295 61 256
1439055260.902821 134 61 258
1439055261.179485 210 61 259
1439055261.419747 244 61 260
1439055261.878543 301 61 262
1439055262.018363 234 61 263
1439055262.301937 318 61 264
1439055262.583532 199 61 266
1439055262.920647 336 61 267
1439055263.092034 300 61 268
1439055263.590070 398 61 270
1439055264.539072 523 61 274
1439055264.789816 566 61 275
1439055265.291201 658 61 277
1439055265.642640 603 61 279
1439055265.781499 533 61 280
1439055265.800581 352 61 281
1439055266.343308 489 61 283
1439055266.353835 300 61 284
1439055267.779240 275 61 291
1439055268.427743 515 61 293
1439055269.492781 549 61 298
1439055269.595897 444 61 299
1439055270.005666 646 61 300
1439055270.155763 595 61 301
1439055270.164276 403 61 302
1439055272.441476 601 61 312
1439055272.544583 496 61 313
1439055272.621509 365 61 314
1439055272.955565 498 61 315
1439055273.202550 544 61 316
1439055274.138143 454 61 321
1439055274.225391 333 61 322
1439055274.377254 76.6 61 324
1439055274.952816 451 61 325
1439055274.967670 266 61 326
1439055275.307550 195 61 328
1439055275.566483 254 61 329
1439055275.757285 237 61 330
1439055275.841422 120 61 331
1439055276.140539 218 61 332
1439055276.550567 228 61 334
1439055276.752567 220 61 335
1439055277.326865 394 61 337
1439055277.506061 165 61 339
1439055278.071203 115 61 342
1439055278.240478 85.0 61 343
1439055278.674728 111 61 345
1439055278.943346 179 61 346
1439055279.067809 103 61 347
1439055279.574330 202 61 349
1439055279.749895 175 61 350
1439055279.879138 104 61 351
1439055280.071435 96.0 61 352
1439055280.380512 205 61 353
1439055280.517290 136 61 354
1439055280.695072 113 61 355
1439055281.001361 219 61 356
1439055281.198462 206 61 357
1439055281.320187 128 61 358
1439055281.459489 67.1 61 359
1439055281.754224 161 61 360
1439055282.138860 139 61 362
1439055282.498910 299 61 363
1439055282.750085 141 61 365
1439055282.904429 95.1 61 366
1439055283.144844 135 61 367
1439055283.363410 153 61 368
1439055283.544892 134 61 369
1439055284.096667 277 61 371
1439055284.124397 96.7 61 372
1439055284.284846 56.2 61 373
1439055284.503980 74.8 61 374
1439055284.737533 107 61 375
1439055285.853217 189 61 380
1439055286.090347 225 61 381
1439055286.243607 171 61 382
1439055286.715566 235 61 384
1439055286.876366 188 61 385
1439055287.363868 475 61 386
1439055287.527936 224 61 388
1439055288.438719 319 61 392
1439055288.675602 147 61 394
1439055289.092498 156 61 396
1439055289.288111 153 61 397
1439055289.501661 166 61 398
1439055289.809419 273 61 399
1439055290.145057 200 61 401
1439055290.559408 207 61 403
1439055290.714705 155 61 404
1439055291.403622 20.0 61 408
1439055291.426233 250 61 407
1439055291.742788 158 61 409
1439055292.254161 469 61 410
1439055292.254205 262 61 411
1439055292.342533 142 61 412
1439055292.558744 159 61 413
1439055293.024167 424 61 414
1439055293.129179 321 61 415
1439055293.755232 331 61 418
1439055294.037664 405 61 419
1439055294.089091 256 61 420
1439055294.274600 236 61 421
1439055294.680358 241 61 423
1439055295.089201 240 61 425
1439055295.596633 340 61 427
1439055295.704127 240 61 428
1439055295.947118 283 61 429
1439055296.784969 305 61 433
1439055296.966660 279 61 434
1439055297.093866 205 61 435
1439055297.614680 325 61 437
1439055297.910569 214 61 439
1439055298.083399 179 61 440
1439055298.269711 166 61 441
1439055298.527137 223 61 442
1439055299.233273 313 61 445
1439055299.356331 228 61 446
1439055299.720169 190 61 448
1439055299.888560 158 61 449
1439055300.500586 371 61 451
1439055300.608408 268 61 452
1439055300.830800 90.1 61 454
1439055301.015525 74.4 61 455
1439055301.229119 88.3 61 456
1439055301.404058 62.6 61 457
1439055301.623668 81.2 61 458
1439055301.825519 82.6 61 459
1439055302.091324 147 61 460
1439055302.469671 118 61 462
1439055302.750236 198 61 463
1439055302.860018 108 61 464
1439055303.439343 279 61 466
1439055304.502967 103 61 472
1439055304.860255 260 61 473
1439055305.087276 279 61 474
1439055305.365927 357 61 475
1439055305.572891 162 61 477
1439055305.758175 147 61 478
1439055306.363663 136 61 481
1439055306.602501 174 61 482
1439055306.705852 77.1 61 483
1439055306.956613 127 61 484
1439055307.174462 144 61 485
1439055307.421684 191 61 486
1439055307.590204 159 61 487
1439055307.805898 174 61 488
1439055308.071700 239 61 489
1439055308.350718 110 61 491
1439055308.585144 144 61 492
1439055308.978397 130 61 494
1439055309.199770 151 61 495
1439055309.458540 209 61 496
1439055309.590645 135 61 497
1439055309.806142 150 61 498
1439055309.976461 119 61 499
1439055310.163097 106 61 500
1439055310.552273 88.6 61 502
1439055311.025691 154 61 504
1439055311.394939 115 61 506
1439055311.723177 242 61 507
1439055312.141927 253 61 509
1439055312.541244 245 61 511
1439055312.843694 139 61 513
1439055313.155573 250 61 514
1439055313.257187 145 61 515
1439055313.417446 105 61 516
1439055313.700503 187 61 517
1439055314.032646 108 61 519
1439055314.418969 87.3 61 521
1439055314.712404 180 61 522
1439055314.902909 170 61 523
1439055315.105462 172 61 524
1439055315.226064 93.3 61 525
1439055315.548413 215 61 526
1439055315.749276 209 61 527
1439055315.841626 100 61 528
1439055316.055535 113 61 529
1439055316.279166 137 61 530
1439055316.473813 131 61 531
1439055316.891077 139 61 533
1439055317.122563 170 61 534
1439055317.296723 144 61 535
1439055317.494635 142 61 536
1439055317.947295 187 61 538
1439055318.321372 360 61 539
1439055318.337320 169 61 540
1439055318.487996 119 61 541
1439055318.717091 147 61 542
1439055319.614460 218 61 546
1439055319.746252 142 61 547
1439055319.953893 149 61 548
1439055320.459263 247 61 550
1439055320.740265 119 61 552
1439055320.943156 121 61 553
1439055321.357082 125 61 555
1439055322.312584 256 61 559
1439055322.529573 265 61 560
1439055323.302568 637 61 562
1439055323.411122 331 61 564
1439055323.669576 181 61 566
1439055324.636586 532 61 569
1439055324.637345 325 61 570
1439055324.762601 242 61 571
1439055325.033118 112 61 573
1439055325.206712 86.3 61 574
1439055325.435672 114 61 575
1439055325.863911 132 61 577
1439055326.117117 184 61 578
1439055326.227812 96.5 61 579
1439055326.469749 137 61 580
1439055327.231729 284 61 583
1439055327.653546 297 61 585
1439055328.425365 245 61 589
1439055328.747353 359 61 590
1439055328.826978 238 61 591
1439055329.144079 153 61 593
1439055329.391823 201 61 594
1439055329.570124 178 61 595
1439055329.878259 285 61 596
1439055330.028810 229 61 597
1439055331.443357 1442 61 598
1439055331.446525 1038 61 600
1439055331.512960 689 61 602
1439055331.516585 277 61 604
1439055331.640502 197 61 605
1439055331.940567 297 61 606
1439055332.224407 172 61 608
1439055332.424765 172 61 609
1439055332.739503 79.8 61 611
1439055333.072852 212 61 612
1439055333.163499 95.8 61 613
1439055333.560570 84.9 61 615
1439055333.890870 215 61 616
1439055333.987276 103 61 617
1439055334.927576 428 61 620
1439055335.463254 547 61 622
1439055335.463300 347 61 623
1439055335.634394 310 61 624
1439055336.009428 283 61 626
1439055336.330596 394 61 627
1439055336.591992 456 61 628
1439055337.732325 152 61 635
1439055338.014352 233 61 636
1439055338.117329 129 61 637
1439055338.306764 119 61 638
1439055338.711527 115 61 640
1439055338.872598 76.8 61 641
1439055339.071554 74.6 61 642
1439055339.284850 88.0 61 643
1439055339.514586 117 61 644
1439055339.725287 127 61 645
1439055339.929698 131 61 646
1439055340.238761 239 61 647
1439055340.256708 49.1 61 648
1439055340.522544 114 61 649
1439055340.863529 255 61 650
1439055341.054741 239 61 651
1439055341.741495 524 61 653
1439055341.943550 519 61 654
1439055342.530932 497 61 657
1439055342.734754 283 61 659
1439055343.171494 318 61 661
1439055343.232479 172 61 662
1439055343.727139 259 61 664
1439055344.005522 129 61 666
1439055344.236571 160 61 667
1439055344.502739 226 61 668
1439055344.568719 85.0 61 669
1439055344.793579 109 61 670
1439055345.371931 72.3 61 673
1439055345.594452 94.2 61 674
1439055345.829675 128 61 675
1439055346.186776 79.1 61 677
1439055346.389986 81.9 61 678
1439055346.636538 128 61 679
1439055346.790669 81.9 61 680
1439055346.966019 56.1 61 681
1439055347.174808 64.5 61 682
1439055347.456564 145 61 683
1439055347.701313 189 61 684
1439055348.116381 196 61 686
1439055348.356285 237 61 687
1439055349.125490 597 61 689
1439055349.157031 421 61 690
1439055349.268392 124 61 692
1439055349.500043 155 61 693
1439055349.751157 205 61 694
1439055349.956848 205 61 695
1439055350.141046 184 61 696
1439055350.255036 98.8 61 697
1439055350.502739 145 61 698
1439055350.740298 182 61 699
1439055350.850501 92.0 61 700
1439055351.138679 179 61 701
1439055351.242525 84.6 61 702
1439055351.455586 96.8 61 703
1439055351.668876 109 61 704
1439055351.868976 108 61 705
1439055352.278013 316 61 706
1439055352.616260 248 61 708
1439055352.680117 104 61 709
1439055352.892242 115 61 710
1439055353.077183 99.7 61 711
1439055353.253223 75.7 61 712
1439055353.471162 92.6 61 713
1439055353.666030 86.6 61 714
1439055353.958683 178 61 715
1439055354.085490 104 61 716
1439055354.409019 228 61 717
1439055354.460661 73.0 61 718
1439055354.740894 153 61 719
1439055354.892691 104 61 720
1439055355.211781 222 61 721
